User_name,Date,Comment_title,Comment_body,How many found it helpul,User rating
Nagesh Singh,Reviewed in India on 19 July 2021,Worst camera,"
  I purchased the phone in oct'20 and within 8 months camera stopped working. Battery lasts for a day hardly.Better to go for other brands.
",,1.0 out of 5 stars
Manikandan,Reviewed in India on 19 July 2021,"Best picture quality ,screen","
  Nice and goodBattery life two daysCamera quality good
",,5.0 out of 5 stars
amol s jathar,Reviewed in India on 19 July 2021,happy to get best mobile on order,"
  ALL IS GOOD
",,5.0 out of 5 stars
Chaitrashree G A,Reviewed in India on 19 July 2021,Best budget phone by a trusted brand.,"
  Go for it. Don't have second thoughts. From Battery life to cam quality, everything is brilliant.
",One person found this helpful,4.0 out of 5 stars
Suraj,Reviewed in India on 19 July 2021,Camera is very nice,"
  Camera ,battery ..is bestIam very happy
",,5.0 out of 5 stars
yogesh,Reviewed in India on 19 July 2021,Don't buy anyone,"
  Heating problem.....very bad phone
",,1.0 out of 5 stars
Ravinder singh,Reviewed in India on 19 July 2021,Design is so old thickness like a brick,,,1.0 out of 5 stars
Nitishk,Reviewed in India on 19 July 2021,"Touch, heeting & net speed very slow","
  Touch not working some time, heeting problems, when I playing a game after 10 phone will be hit very much & net speed is very slow
",,2.0 out of 5 stars
Manoj Kumar pal,Reviewed in India on 19 July 2021,Charging problem hai pin ki,"
  Charging pin problem is hai
",,5.0 out of 5 stars
pavan,Reviewed in India on 18 July 2021,Please don't gi for this mobile and especially @SAMSUNG.,"
  It's not a Samsung better they keep their name as @HANGSUNG.
",,1.0 out of 5 stars
Deepak rana,Reviewed in India on 18 July 2021,Nice phone,"
  Nice phone good camera quality and battery backup I am satisfied by buying this phone
",,5.0 out of 5 stars
Prasad,Reviewed in India on 18 July 2021,Good,"
  All are good for value
",,4.0 out of 5 stars
D Vijay Kumar,Reviewed in India on 18 July 2021,Dont buy this phone,"
  I am using Galaxy M31 8gb ram and 128GB from 8 months , its working like as a 4GB ram, Camera is not good, vedio stabilization is only one good feature in this. 3 to 4 times hang and restarts, and Motherboard was gone, i gave it in service center, still waiting.
",One person found this helpful,1.0 out of 5 stars
SABBELLA SATYANARAYANAREDDY,Reviewed in India on 18 July 2021,Worst Process,"
  Worst thing about this phone is process
",,3.0 out of 5 stars
Kaushik Apurbo ,Reviewed in India on 18 July 2021,Total Money Waste.,"
  M31 has a software bug. After update it does not recognise any 4G sim. It keeps saying no Sim Inserted. The sim works perfectly fine in other phones though. It's a toy phone now. Total Money waste.
",One person found this helpful,4.0 out of 5 stars
Korada Girija sankar,Reviewed in India on 18 July 2021,Superb,"
  Very nice product
",,4.0 out of 5 stars
Parwati,Reviewed in India on 18 July 2021,Camera quality,"
  Nice product love it.
",,4.0 out of 5 stars
K.raja,Reviewed in India on 18 July 2021,Good,"
  Super
",,4.0 out of 5 stars
Rahil,Reviewed in India on 18 July 2021,Wrst product ever,"
  Automatically on/off occurring
",2 people found this helpful,1.0 out of 5 stars
CH Rama Lakshmi,Reviewed in India on 18 July 2021,Bad,"
  Bad
",,2.0 out of 5 stars
Satish Kapoor,Reviewed in India on 18 July 2021,Hang problem is in this phone,"
  Very poor touch,mostly it hang and unable to unlock screen I want to replace it how it possible
",,1.0 out of 5 stars
Devarapalli prabhakara Rao,Reviewed in India on 18 July 2021,Worthy,"
  Very nice phone under budget.... not flag ship range .. but good camera battery and quality under price ... can simply go for it for nominal usage
",,4.0 out of 5 stars
Suvo,Reviewed in India on 18 July 2021,Try to avoid,"
  This phone has some serious performance issue. I bought this phone for my in-law who is mostly normal user with need for poccational media and light video games. Given the specification of this phone, the performance is pathetic. Her old samsung with 2 gb ram perform far better. I have to clear cache and scan to make it even normal. Avoid this phone if you can.
",One person found this helpful,3.0 out of 5 stars
Sanjeev,Reviewed in India on 18 July 2021,Bad service and phone black screen problem,"
   My screen got black while runing you tube video and service center says it's damage showing me sctrach
",,1.0 out of 5 stars
Harsh Kumar,Reviewed in India on 18 July 2021,Very Good Phone.,"
  Very Good Phone. I personally recommend to buy this phone if your budget is under 20,000.
",,4.0 out of 5 stars
satya narayan panigrahy,Reviewed in India on 18 July 2021,Mobile quality not good,"
  I am going to return this
",,1.0 out of 5 stars
Gaurav Chaudhary,Reviewed in India on 18 July 2021,Awesome,"
  Awesome
",,5.0 out of 5 stars
Raj Narayan kumar,Reviewed in India on 18 July 2021,Battery,"
  Battery backup is horrible, it just for the sake of 6000 mh no use, rest is good.
",,3.0 out of 5 stars
Amazon Customer,Reviewed in India on 18 July 2021,चार्जिंग बहुत-बहुत धीमे होता है,"
  बैट्री अच्छी चलती है कैमरा अच्छा है
",,3.0 out of 5 stars
Anuj Singh,Reviewed in India on 18 July 2021,Networking is vey bad,"
  Camera is superior but networking is so bad
",,2.0 out of 5 stars
vinoth,Reviewed in India on 18 July 2021,Not good,"
  Finger print sensor poor qualityVideo quality is very poor and microshot also not worthy
",,3.0 out of 5 stars
Chintal Vyas,Reviewed in India on 17 July 2021,Overall Excell performance,"
  Like
",,5.0 out of 5 stars
sawood,Reviewed in India on 17 July 2021,"Everything is perfect except, the charging time take more than 3 hours to full charge.","
  I guess the usb cable is not originalCan u please replace with original usb cableThank youOverall excellent
",,4.0 out of 5 stars
Chetan,Reviewed in India on 17 July 2021,Not Good,"
  Not recommended...Even though I prefer Samsung phones, but this model may defame the name of Samsung Mobiles...Display and touch is too bad...Camera quality is also not worthy....
",,2.0 out of 5 stars
Chandra,Reviewed in India on 17 July 2021,Overall good mobile for the price range 👌,"
  Excellent mobile,  nice looking,  thanks to Amazon for the price range ,
",,5.0 out of 5 stars
Devinder Singh,Reviewed in India on 17 July 2021,You will not regret this purchase.,"
  This is excellent mobile phone from samsung in all respects. Transferring data from old phone to new one was very easy & smooth with app 'smart switch' preloaded in new mobile. How some people gave  adverse feedback is surprising. They must be from competitor's side.
",,5.0 out of 5 stars
ravi verma,Reviewed in India on 17 July 2021,Tuch problam,"
  Tuch problm
",,1.0 out of 5 stars
RAJESH SHARMA,Reviewed in India on 17 July 2021,Good,"
  Quality product.
",,5.0 out of 5 stars
Vedpathak Sourabh Sudhir,Reviewed in India on 17 July 2021,VERY BAD,"
  Not a good product, after one year it totally dead and in Not repairable condition
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 17 July 2021,Samsung,"
  Very good performance
",,5.0 out of 5 stars
Maheshkumar,Reviewed in India on 17 July 2021,Improvement needed,"
  Not expected qaulity
",,2.0 out of 5 stars
BHARGAV,Reviewed in India on 17 July 2021,Worst phone,"
  Worst phone from samsung after one year it has dead.
",,1.0 out of 5 stars
NAGULA VENKATESH,Reviewed in India on 17 July 2021,Manufacturing defect is there in M series phones.,"
  I got motherboard problem just after warranty period was completed .Samsung M series phones have motherboard problem. Samsung wantedly manufacturing defect in motherboard because it costs upto rs.9000 to replace new motherboard. They are cheating by giving with good specifications but less cost. In 1year 3 months motherboard problem arised . Not only to me , same problem to my friend also . Many samsung  M series  mobiles are facing this motherboard failure since march . You can check in TWITTER about this issue . SO DON'T BUY SAMSUNG M SERIES PHONES . BETTER DON'T BUY SAMSUNG MOBILES . EVEN samsung serivce centres are also saying to buy new phone other than repacing motherboard. I HOPE THIS REVIEW MAY USEFUL TO YOU.  This review is After usage of 15-16 months.
",One person found this helpful,1.0 out of 5 stars
Mittal Sagar,Reviewed in India on 17 July 2021,Good product,"
  Superb performance
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 17 July 2021,Cheater Samaung India.,"
  Samsung is dumping electronic waste in India .Don't buy this phone.Following problems will be face after 3months1.Display & screen touch problems .2.too much hanging.3.touch is not smooth & not workable after fewonths.4.Charging issue (too much charting time required)Samsungcare Service centre are established in India for  cheating purpose.if your phone is in warranty period and there is no any physical damage  in your phone  then they will be blame you with some other  issue in your phone and cheat you.Customorcare  service & their representative are doing Dalali.The samsung  are doing financial crime in India by dumping electronic waste (e-kachara).Conclusion :Don't by samsung products and don't waste your money .other best and valuable options are available instead of Samsung product. So think wisely.
",,1.0 out of 5 stars
Jemni Perme,Reviewed in India on 17 July 2021,Awesome,"
  I like the camera quality and also the product
",,5.0 out of 5 stars
Jayant Kumar Mishra,Reviewed in India on 17 July 2021,Overall good product,"
  Overall good phone at this budget
",,4.0 out of 5 stars
Deepak garg,Reviewed in India on 17 July 2021,Phone r slow charge,"
  Third class hit problem and charging time upto 3hour 20min waste of maney. Pik osm but not useful. Not came with glass and cover
",,1.0 out of 5 stars
Ramakrishna,Reviewed in India on 17 July 2021,Got hanged,"
  My phone has got issue immediately after one year
",,1.0 out of 5 stars
VEERANJANEYULU RODDA,Reviewed in India on 17 July 2021,Exlent,"
  Exlent
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 17 July 2021,Very good. Best value for  the budget.!,"
  Just too good on all counts/aspects. Look no further. When it comes on sale be sure to look for bank discounts. We preferred this due to the Exynos processor configuration. 6GB/128 GB is optimal in today's times. Extremely satisfied. No regrets. Thank you Amazon, STPL and Samsung.
",,5.0 out of 5 stars
Divya Priya,Reviewed in India on 17 July 2021,Display quality,"
  Display issue
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 17 July 2021,Good,"
  Good
",,4.0 out of 5 stars
Sathyaraj,Reviewed in India on 17 July 2021,Network,"
  I was buy samsung m31 janvary 2021 now I am using this mobile phone camere clarity is poor Network very very poor  battery life is OK good but network is very poor perfomens
",,1.0 out of 5 stars
Mani,Reviewed in India on 17 July 2021,Volume,"
  Bought on May now speaker not working properly.. volume reduced automatically..
",,1.0 out of 5 stars
J Pushkal Kumar,Reviewed in India on 17 July 2021,Mother board isssue,"
  Mobile is hanging , display issue , mother board issue, waste of money , after one month of purchase , it started hanging
",,1.0 out of 5 stars
Priyasreenivas,Reviewed in India on 17 July 2021,It's excellent,"
  Like:- work condition is excellent and camera quality is also super but fingerprint reader is not responding all the time
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 17 July 2021,Good phone,"
  Nice phone,  but it is bit heavy
",,4.0 out of 5 stars
Janaksinh solanki,Reviewed in India on 17 July 2021,Good product,"
  Best quality 👌
",,4.0 out of 5 stars
pankaj kumar,Reviewed in India on 17 July 2021,Good daily workhorse,"
  Works fine for everyday tasks. Battery life also good. My mom uses it heavily for calls & tiktok type shorts videos throughout the day. No lag or glitches yet. No alarming heating issues yet.
",,4.0 out of 5 stars
Rajeev S.,Reviewed in India on 17 July 2021,Worst phone,"
  Worst phone. Keeps hanging especially after every software update.y phone worked only 13 months and developed software (mother board? Problem . The estimate to repair is 8k . Since just out of warranty period so decided to move on to new some other brand phone. They have worst customer service . Mail sent to CEO of the company but no response given NEVER BUY any SAMSUNG phone esp online products . Better move to other famous brands.I m giving 1Star because the option of giving 0star is not there. Amazon please do not promote such fake / malicious products on your platform.
",One person found this helpful,1.0 out of 5 stars
Ashutosh Kumar,Reviewed in India on 17 July 2021,Battery performance,"
  Great deal
",,5.0 out of 5 stars
Amazed,Reviewed in India on 17 July 2021,Good phone at a reasonable price,"
  Thanks samsung for this product and thanks Amazon for its quick delivery. The battery backup is really good and the display is amazing....
",,5.0 out of 5 stars
uma shankar sharma,Reviewed in India on 17 July 2021,phone bricked after using for 6 months,"
  phone bricked after using for 6 months
",One person found this helpful,2.0 out of 5 stars
fazil,Reviewed in India on 16 July 2021,Nice wow that's good Smart phone Samsung is solid,"
  Thanks Amazon team i love my all time favorite online site for search an minutes when i expect delivery time same day delivered mobile phone Samsung m31 every thing is nice like battery life screen size finger print Reader ringer camera quality awesome thnks.
",,5.0 out of 5 stars
sanchit kaushik,Reviewed in India on 16 July 2021,Great purchase,"
  Good phone
",,4.0 out of 5 stars
gokulakannan,Reviewed in India on 16 July 2021,Awesome,"
  Very Nice
",,4.0 out of 5 stars
Yash Panchal,Reviewed in India on 16 July 2021,Online shoping seems to me very good,"
  Exellent  online shoping is  seems to me very Good  !  Every product requirre me get ready  for online shoping T
",,5.0 out of 5 stars
Prernagupta,Reviewed in India on 16 July 2021,World Wrost Phone,"
  World wrost phone i have took. Slow processor, camera quality lower thn average, hanging problem so much, battery backup good but too slow to recharge even it will take aprrox 7 hrs to recharge for single time. My advise is dont buy this go for one plus, iphone,vivo amd in last but not least oppo.
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 16 July 2021,Good,"
  Excellent samsung phone 📲📱
",,5.0 out of 5 stars
Vipin Joseph C J,Reviewed in India on 16 July 2021,Phone not good,"
   I brought this mobile phone, Samsung galaxy m31,after q week ,its normal colour lost,I need to fix or replace this item. please do needful.
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 16 July 2021,Very poor and useless,"
  Useless
",,1.0 out of 5 stars
Viram Aravind Babre,Reviewed in India on 16 July 2021,Friendly in use.,"
  Light weight, finger touch unlock, bright display, long battery life.
",,5.0 out of 5 stars
Ravi,Reviewed in India on 16 July 2021,Very bed,"
  Touch not work clear।I got like a dublicate product
",,1.0 out of 5 stars
Joshua,Reviewed in India on 16 July 2021,"Perfect for camera, gaming and battery life","
  Some times heating lightly while using camera, audio jack volume are super loud comparing to other similar devices and Bluetooth also, battery life is super , I played free fire in max brightness only 1or 2 percentage only downing in 5 minutes, gaming performance is super - no lag in free fire in ultra graphics, camera quality is super, photo clarity is superior. I bought this device for 16500 rs.
",,3.0 out of 5 stars
siddharth,Reviewed in India on 16 July 2021,Good investment,"
  It is good but get heated by one side after playing games or more use
",,4.0 out of 5 stars
Subramaniam,Reviewed in India on 16 July 2021,All in one mobile that fits in budget...its a mini laptop,"
  Camera quality is good..,Battery 🔋life Good..,Sound can be better.Performance is good 👍
",,4.0 out of 5 stars
Viral V.,Reviewed in India on 16 July 2021,Superb,"
  Superb
",,5.0 out of 5 stars
V.R.K.Raju,Reviewed in India on 16 July 2021,Good product,"
  Battery life and camera are very good
",,5.0 out of 5 stars
roxy c alexander,Reviewed in India on 15 July 2021,Phone stops responding,"
  The phone stops responding suddenly now and then for days. Samsung service centres are closed due to COVID and nobody at Samsung chat is able to help. Buy from a shop, at least they will address if there are any issues.
",,1.0 out of 5 stars
Abhinav Gambhire ,Reviewed in India on 15 July 2021,Ok camera is poor,"
  Very poor quality
",,3.0 out of 5 stars
shubham shukla,Reviewed in India on 15 July 2021,Sumsung mobile is good,"
  Awesome
",,5.0 out of 5 stars
Yadav ji,Reviewed in India on 15 July 2021,Good quality,"
  It is a good mobile in low price as compared to other mobiles. Camera quality is very good. Battery backup is great.
",,4.0 out of 5 stars
Anu Anmol,Reviewed in India on 15 July 2021,Durable and doesn't hang at all,"
  Durable and doesn't hang at all.
",,5.0 out of 5 stars
Dharmik,Reviewed in India on 15 July 2021,"Good phone, but facing software bug","
  Hi,I am writing this review after 10`15 days of use.I am literally tired of software bug in the phone. Games/apps are getting auto download even after removing all permission/settings.I did factory reset also but still facing problem. Remote support is not available putting reason of pandemic.Service center only does factory reset. No solution.
",,2.0 out of 5 stars
Gokulkumar,Reviewed in India on 15 July 2021,Phone restarting,"
  The phone was restarting atleast 2 times a day without prior notice which iam not understanding the reason.
",,3.0 out of 5 stars
Pranjal Srivastava,Reviewed in India on 15 July 2021,Super mobile,"
  Fingerprint reader is gud, battery life is good and camera quality is super.
",,5.0 out of 5 stars
Pratik Mehta,Reviewed in India on 15 July 2021,Good,"
  Good
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 15 July 2021,Worth buying,"
  Great deal
",,5.0 out of 5 stars
Subramanian.N.,Reviewed in India on 14 July 2021,Best for this rate.,"
  GOOD PHONE FROM SAMSUNG.
",,5.0 out of 5 stars
Anjali,Reviewed in India on 14 July 2021,nice product,"
  got the desired product
",,5.0 out of 5 stars
Deepesh Maratha,Reviewed in India on 14 July 2021,Very nice phone,"
  Very good
",,5.0 out of 5 stars
deekshit ,Reviewed in India on 14 July 2021,Mom likes it,"
  Decent smart phone will all needed apps. Can clarity is a bit dull and phone doesn’t hang at all.
",,5.0 out of 5 stars
Ganesh,Reviewed in India on 13 July 2021,As compare to specifications device isn't capable,"
  Software issuesHanging problemsLow Camera qualityShort Battery lifeAs compare to specifications device isn't capable
",,1.0 out of 5 stars
thanga,Reviewed in India on 13 July 2021,Will it work in US(for US sim cards)?,"
  how far it has International support will it work on US sim cards, I didn't get a proper answer any help on this?
",,1.0 out of 5 stars
Vijay K.,Reviewed in India on 13 July 2021,Poorest of them all samsung,"
  Hardware good, software by samsung is purely sucky
",,1.0 out of 5 stars
SADDAM,Reviewed in India on 13 July 2021,"Features are really good. Fingerprints reader,battery  life is too good",,One person found this helpful,5.0 out of 5 stars
Iklakh ul haq,Reviewed in India on 13 July 2021,Accessories should be also sent..Pls.,"
  Absolutely value for money..But accessories should be also sent like jelly cover..
",,4.0 out of 5 stars
Anjali Gupta,Reviewed in India on 13 July 2021,Poor speaker,"
  Speaker has problem, sound is cracking...very poor quality
",,1.0 out of 5 stars
Mintu sahu,Reviewed in India on 12 July 2021,Everything is going well,"
  All time perfect
",,5.0 out of 5 stars
vikram singh,Reviewed in India on 12 July 2021,Cost hight work not good  rednmi 12000 same future,"
  Battery  not good  6000 mAh  but other 4500 mAh  same  backup
",,2.0 out of 5 stars
A.Devender Goud,Reviewed in India on 12 July 2021,Rf,"
  4d
",,4.0 out of 5 stars
r.sathiyaseelan,Reviewed in India on 12 July 2021,Very bad,"
  Good
",,1.0 out of 5 stars
Anand Dewal,Reviewed in India on 12 July 2021,Good Product,"
  Phone All features are good as well camera quality and battery is soo good.Price and features are same as well.Good camera photosBattery standby good
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 12 July 2021,best phone ever seen,"
  loved this phone. tried playing COD MOBILE on it. barely any lag.supports all the graphics available.loved it for my 15-year old kid
",,5.0 out of 5 stars
R. Dev Anand,Reviewed in India on 12 July 2021,Samsung M 31,"
  Overall product is as expected, Thanks to Samsung
",,4.0 out of 5 stars
Abin S Kottarathil,Reviewed in India on 12 July 2021,Performance,"
  Overall good performance
",,4.0 out of 5 stars
Amit Joshi ,Reviewed in India on 12 July 2021,Fast and Furious,"
  Great performance till now ,fast and furious
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 12 July 2021,"Good budget phone,  but bit overpriced","
  This Samsung phone is perfect for users who do not wish to spend a lot for daily usage needs. The camera quality is good even in low light and the fingerprint sensor is fast. The battery inspite of it being 6000 mAh lasts only  for one day with moderate usage. Overall a good phone but could be priced a bit lower at around Rs. 15000.
",,4.0 out of 5 stars
Akshay B.,Reviewed in India on 12 July 2021,LOVE SAMSUNG 💜,"
  (Honestly)  AMAZING..! JUST GO FOR IT..!CUZ,  BRAND IS BRAND..!I had many other options for smartphones, but I love samsung so I bought this. Samsung m32 has just launched even then I bought this thinking that rather then spending 17k on that I can get 8gb ram, 32mp front cam, bigger screen and amazing look. I wonder why There were so many bad reviews on this product but I didn't care about that. I got it and I am absolutely amazed by the PERFORMANCE, CAMERA QUALITY, DISPLAY QUALITY, FINGERPRINT.I really don't Need to unlock by finger because when we take the phone in hand and press the power button it get unlocked in fraction on seconds you don't even realize how and what happened.This phone is really wonderful, this is my honest review. I always trust SAMSUNG...! I LOVE IT..!
",,5.0 out of 5 stars
Rajiv Mandal,Reviewed in India on 12 July 2021,Like it,"
  Good product
",,3.0 out of 5 stars
kalpana kalpana,Reviewed in India on 12 July 2021,V g,"
  It's working is good
",,5.0 out of 5 stars
Kadiyam srinivasarao,Reviewed in India on 12 July 2021,good product,"
  like
",,4.0 out of 5 stars
Lalit Chakraborty,Reviewed in India on 12 July 2021,Overall,"
  Ok
",,5.0 out of 5 stars
shailendra Patil,Reviewed in India on 12 July 2021,Worst quality.Not satisfied.MI is best.,"
  It's screen is not working.Wentvto samsung service station at Jalgaon.they treated nonsense words.
",,1.0 out of 5 stars
Tandra,Reviewed in India on 12 July 2021,Battery,"
  Good product
",,5.0 out of 5 stars
Jay Dutt Bhardwaj,Reviewed in India on 12 July 2021,"Don't just follow stats shared, look for actual experience, real reviews","
  Not as great as expected,  battery lasts for less than 48 hours despite,  below average usage. 8 GB RAM phone hanging or delaying application  response  within 1st week is disappointing.  Placement  of finger scanner is not user friendly.  Reset seems alright..
",,3.0 out of 5 stars
shyam,Reviewed in India on 12 July 2021,"Good but very complex, simplicity missing","
  Not a friendly phone
",,2.0 out of 5 stars
niraj dhanani,Reviewed in India on 11 July 2021,Suppaabb,"
  Good
",,5.0 out of 5 stars
Saikat Sanbui,Reviewed in India on 11 July 2021,Heavy duty mobile from the house of Samsung,"
  No doubt another stellar performance of mobile from the house of Samsung.Brilliant resolution clarity & amazing battery life makes it a leader in its segment.
",,5.0 out of 5 stars
ravi s pandey,Reviewed in India on 11 July 2021,Not the good one,"
  Phone is getting hanged while taking photos or calling. It should be resolved. Waiting for your reply later I will make video on it.
",,3.0 out of 5 stars
Ved prakash roy,Reviewed in India on 11 July 2021,Pls describe about battery,"
  Battery life is poor
",,2.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,Net slow processing,"
  Net slow process
",,5.0 out of 5 stars
P.Anuradha,Reviewed in India on 11 July 2021,Affordable mega monster,"
  Excellent battery life,camera is good
",,5.0 out of 5 stars
Veera bhadra kumar Bolloju,Reviewed in India on 11 July 2021,Super,"
  Super
",,5.0 out of 5 stars
Adv. Amol,Reviewed in India on 11 July 2021,Warrenty is false promise,"
  Worst product, ram, display, camera only show, no clarity, no speed, no disply issue not covered under warrenty, really bad service at servicecenter. Please don't buy any product, samsung is brand who cheat with the customer
",,1.0 out of 5 stars
Amer Ali khan,Reviewed in India on 11 July 2021,Perfect phone in this Budget,"
  Nice and perfect phone in this range from Samsung
",,5.0 out of 5 stars
DEBASHIS GHOSH,Reviewed in India on 11 July 2021,Good product,"
  Good product
",,5.0 out of 5 stars
UNNIKRISHNAN,Reviewed in India on 11 July 2021,"it is a bad phone, it's board damaged just one year after","
  I think Samsung galaxy M31 is a good phone, so i buy it in may 2020. But unfortunately 2021 July this phone's board was damaged just after completing its warranty. I was approaches the customer care centre for resolving the problem, they said that more than Rs.8000 is needed for to replace the board, it a huge money same as to half of its prize.
",,1.0 out of 5 stars
Anand,Reviewed in India on 11 July 2021,Good for money,"
  Very good product for value
",,4.0 out of 5 stars
Nawnit,Reviewed in India on 11 July 2021,Awesome,"
  All things are good😊
",,3.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,Best,"
  Using this phone for almost 1 year still no complainBattery life superbCamera quality A1Fingerprint perfectFacelock also greatStill working smoothNo lagging nothingPerfect piece
",,5.0 out of 5 stars
Mrinal,Reviewed in India on 11 July 2021,Value for money,"
  Product purchased was a good choice but takes longer to get fully charged. Almost 2-3 hrs..!!! Rest worth buying
",,5.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,"Mobile have issues - heat, sound issue","
  Mobile is not good. Getting heated up... sound quality is not good. In whatsapp call, the receiver can't hear our voice. Bad experience. Samsung to relook this product and stop this product as it spoil the image of Samsung. I don't recommend this product
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,Product is good.amazon service is awesome,"
  Product is good amazon service quality is also awesome
",,5.0 out of 5 stars
Nitin Patil,Reviewed in India on 11 July 2021,Excellent 👌,"
  Excellent 👌
",,5.0 out of 5 stars
Archanaa Manikandan,Reviewed in India on 11 July 2021,Samsung,"
  It's user friendly
",,5.0 out of 5 stars
Jagadeesh,Reviewed in India on 11 July 2021,Ok,"
  Its ok
",,4.0 out of 5 stars
DSP,Reviewed in India on 11 July 2021,Value for money,"
  I am always a samsung user. I upgraded from M30 because i liked the quadruple camera in M31.
",,5.0 out of 5 stars
Anand,Reviewed in India on 11 July 2021,More than expected,"
  Super phone. Great camera quality , wifi calling and much more
",,5.0 out of 5 stars
meheraj sek,Reviewed in India on 11 July 2021,Battery life most important,"
  Nice phone
",,5.0 out of 5 stars
Cyriac,Reviewed in India on 11 July 2021,About phone,"
  Its size is not good as compared to other mobiles. Camera quality is quite good.
",,2.0 out of 5 stars
Lakhwinder kumar,Reviewed in India on 11 July 2021,Bad internet performance,"
  I have samsung m31 6/128 very bad internet speed and performance . Very bad performance. Please improve this model ...
",,1.0 out of 5 stars
KOTESWARARAO GAJULA,Reviewed in India on 11 July 2021,Excellent,"
  Liked it
",,5.0 out of 5 stars
VINOD RAJ GN,Reviewed in India on 11 July 2021,Ram,"
  Good product  at lowest price compared to other companies
",,5.0 out of 5 stars
shivkumar pal,Reviewed in India on 11 July 2021,camera quality is the best in this mobile phone,"
  very nice phone in this range and this segment if you want to buy a phone 15000-20000 range this is the perfect choice......
",,4.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,Good product,"
  Good product of Samsung. I really enjoying.
",,5.0 out of 5 stars
Subhasish GUha,Reviewed in India on 11 July 2021,Good phone …best phone on the price segment,"
  Good phone …best phone on the price segment
",,5.0 out of 5 stars
vikiesakki,Reviewed in India on 11 July 2021,Don't waste your money,"
  Don't buy this phone, heating problem it will take more than 3 hours to full charge. After 6 months display is not worked.
",,2.0 out of 5 stars
Haridas,Reviewed in India on 11 July 2021,Quality good 👍,"
  Sab kuch good h magar heng karta h
",,4.0 out of 5 stars
Sujitkumar Chaudhari,Reviewed in India on 11 July 2021,Best,"
  Best
",,5.0 out of 5 stars
Anandakuttan,Reviewed in India on 11 July 2021,Software issues,"
  Mobile is continuously hanging dueto some software issues after a use of six months. Not recommended to buy this product.
",,1.0 out of 5 stars
Balkaran singh,Reviewed in India on 11 July 2021,Ok,"
  There were no earphones inside the phone or packing
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,Camera quality could be better,"
  Camera quality is not that good.Its average.
",,3.0 out of 5 stars
Ajita Mishra,Reviewed in India on 11 July 2021,Does exactly for what its designed for.,"
  I am using it for my daily Mobile phone needs. You can use it for the same as well.Pros:  - Made in India  - decent sAMOLED FHD+ displayCons:  - bulky and heavy, Samsung needs to work on this aspect for mid-range phones  - sometimes its gets overheated on heavy usage  - had a bit of trouble with the Network(both call and internet)
",,4.0 out of 5 stars
Dilip Bose,Reviewed in India on 11 July 2021,Super. Highly recommended.,"
  Excellent product. Value for money for sure .Secured and professional packing and delivery.
",,4.0 out of 5 stars
raghunathan,Reviewed in India on 11 July 2021,Features are ok but bugs are there that need to be corrected,"
  Like it very much  battery life awesome  camera qualify can be little better
",,4.0 out of 5 stars
Dr. Fuzail Ahmed,Reviewed in India on 11 July 2021,Good,"
  Display and battery is pros points for this mobile
",,5.0 out of 5 stars
Dr M Danish,Reviewed in India on 11 July 2021,It is not good,"
  Network issue
",,3.0 out of 5 stars
Sanjeet Katiyar,Reviewed in India on 11 July 2021,Good Product,"
  Average
",,4.0 out of 5 stars
Hari Prasad Reddy,Reviewed in India on 11 July 2021,The phone quality,"
  I like the wallpaper updates we get over phone time to time.
",,5.0 out of 5 stars
bhavanivenkat,Reviewed in India on 11 July 2021,Like,"
  Super
",,5.0 out of 5 stars
Ritesh,Reviewed in India on 11 July 2021,Price range,"
  Nice mobile
",,4.0 out of 5 stars
anshu udainiya,Reviewed in India on 11 July 2021,Long charging time,"
  Charging time is very long. It takes almost 3 hours from 5% to become 100 %
",,3.0 out of 5 stars
Suresh,Reviewed in India on 11 July 2021,We need all future,"
  We can able to trying Screen shot and screen video. But we're not able that.
",,3.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,One of the best mobile phone,"
  Superb phone, battery life is very good...
",,5.0 out of 5 stars
vijayalaxmi,Reviewed in India on 11 July 2021,Best for busy persons with memory &battery life,"
  Phone fingerprint reader very nice, long battery life, camera quality also good 👍, but it's weight heavy to handle long time.
",,4.0 out of 5 stars
RaNgA,Reviewed in India on 11 July 2021,Delicate display,"
  Small fall can crack the screen and replacement is very costly
",,1.0 out of 5 stars
Amazon Customer,Reviewed in India on 11 July 2021,Ok,"
  Ok
",,4.0 out of 5 stars
