Title,Company,Experience,Location,Ratings,Salary,Job_Type,Posted,Required Skills,Job Requirment
Crisil - Opening For Manager Data Science,CRISIL LIMITED,5-9 Yrs,Pune,3.6,Not disclosed,PREMIUM,30+ DAYS AGO,"Data Science
Mathematics
Machine Learning
NLP
Deep Learning
Python",Company IntroductionCRISIL LIMITEDCRISIL is a global analytical company providing ratin...
Data Science Application Developer,Accenture Solutions Pvt Ltd,4-6 Yrs,Pune,4.0,Not disclosed,PREFERRED,20 DAYS AGO,"modelling
statistical modeling
analytics
data mining
Visual Analytics
AI
STATA
R",Must Have Skills : Data Science Work Experience : 4-6 years Good To Have Skills : Pytho...
Opening For Data Science Role,Nagarro Software Pvt. Ltd,2-5 Yrs,Anywhere in India,4.1,"10,00,000 - 20,00,000 PA.",,30+ DAYS AGO,"Python
ML flow
Apache Kafka
Azure
ML
Git
DVC
OOPS","Must be familiar with tools like Git, DVC, ML flow, model deployment and scaling up ML ..."
Data Science Application Developer,Accenture Solutions Pvt Ltd,6-8 Yrs,Pune,4.0,Not disclosed,PREFERRED,26 DAYS AGO,"modelling
statistical modeling
analytics
data mining
Visual Analytics
AI
STATA
R",Must Have Skills : Data Science Work Experience : 6-8 years Good To Have Skills : Pytho...
Crisil - Opening For Manager Data Science,CRISIL LIMITED,5-9 Yrs,Pune,3.6,Not disclosed,PREMIUM,30+ DAYS AGO,"Data Science
Mathematics
Machine Learning
NLP
Deep Learning
Python",Company IntroductionCRISIL LIMITEDCRISIL is a global analytical company providing ratin...
Data Science Application Developer,Accenture Solutions Pvt Ltd,4-6 Yrs,Pune,4.0,Not disclosed,PREFERRED,20 DAYS AGO,"modelling
statistical modeling
analytics
data mining
Visual Analytics
AI
STATA
R",Must Have Skills : Data Science Work Experience : 4-6 years Good To Have Skills : Pytho...
Opening For Data Science Role,Nagarro Software Pvt. Ltd,2-5 Yrs,Anywhere in India,4.1,"10,00,000 - 20,00,000 PA.",,30+ DAYS AGO,"Python
ML flow
Apache Kafka
Azure
ML
Git
DVC
OOPS","Must be familiar with tools like Git, DVC, ML flow, model deployment and scaling up ML ..."
Urgent Opening For Data Science role,India Shelter Finance Corporation Limited,2-5 Yrs,Gurgaon/Gurugram,4.1,"4,00,000 - 8,00,000 PA.",HOT JOB,28 DAYS AGO,Data Science,Preferably from banking / finance sectors.Should be conformable in working on Credit da...
Data Science Senior Developer,ValueLabs (India),5-10 Yrs,Hyderabad/Secunderabad,3.5,Not disclosed,,30+ DAYS AGO,"SparkML
cloud services
Science
GCP
scikit
nltk
AWS
spaCy",Responsibilities Hands on Experience in Data Science with Python and Machine learning c...
VP - Data Science,Global Client of High Heads Management Consultants,17-22 Yrs,"Pune, Gurgaon/Gurugram, Chennai",,"40,00,000 - 50,00,000 PA.",PREMIUM,9 DAYS AGO,"machine learning
predictive modelling
data modelling
analysis
IT Skills
Data Science",Shd hv 15+ years of hands on experience in machine learning algorithms.Prior experience...
Virtual Interviews For Data Science Professionals On 10th July@GD(Hyd),GlobalData,3-8 Yrs,Hyderabad/Secunderabad(Kondapur),3.7,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Python
Data Science
Machine Learning
Pytorch
Keras
Deep Learning","Proficiency with Python, Pandas and ML frameworks such as scikit-learn, PyTorch, Tensor..."
Head of Business Intelligence & Data Science,Passion Gaming,3-8 Yrs,Panchkula,,Not disclosed,PREMIUM,30+ DAYS AGO,"Data Science
Business Intelligence
R
Tableau
SQL Server
Data Analytics
SQL
Python",About the jobWe are seeking a talented leader to lead our Analytics division and develo...
Data Science - senior analyst,"People First Consultants Pvt Ltd.,",4-7 Yrs,Chennai,,Not disclosed,PREMIUM,30+ DAYS AGO,"R
Machine Learning
Python
Data Science
NoSQL
Algorithms
SAS
Unsupervised Learning",6 years of deep technical experience in handling very large datasets and applying Hands...
Looking For Recruiters To Hire Data Science AI ML Skillset,Placewell Consultants,0-2 Yrs,Remote,,"1,50,000 - 3,00,000 PA.",HOT JOB,27 DAYS AGO,"Data Science
IT Recruitment
Non IT Recruitment
Staffing
Artificial Intelligence
Hiring
Leadership Hiring
Technical Recruitment",Any Graduation / Post-graduation degreeCoordinate Interviews and Interact with the Clie...
Inside Sales Manager (Data Science Services in BFSI and/or FMCG),TransOrg Solutions Services (P) Ltd.,2-5 Yrs,"Gurgaon/Gurugram
(WFH during Covid)",,Not disclosed,HOT JOB,11 DAYS AGO,"B2B analytics services sales
Inside Sales
Enterprise Sales
Selling
Marketing Operations
Service Sales
Business Development
New Business",Stay up to date with and continuously monitor emerging top industry trends and shifts i...
Lead Data Science,KREATE ENERGY (I) PRIVATE LIMITED,6-8 Yrs,Delhi / NCR,4.1,"32,50,000 - 35,00,000 PA.",PREMIUM,11 DAYS AGO,"R Programming
Machine Learning
Python
Predictive Modeling
Regression Analysis
Multivariate Analysis
Logistic Regression
Artificial Intelligence",Qualification Required: BE / B Tech / BCA/BSc (Computer Science)/MTech / MCA/MSc(Comput...
Lead Data Science,KREATE ENERGY (I) PRIVATE LIMITED,6-8 Yrs,Delhi / NCR,4.1,"32,50,000 - 35,00,000 PA.",PREMIUM,11 DAYS AGO,"R Programming
Machine Learning
Python
Predictive Modeling
Regression Analysis
Multivariate Analysis
Logistic Regression
Artificial Intelligence",Qualification Required: BE / B Tech / BCA/BSc (Computer Science)/MTech / MCA/MSc(Comput...
Senior Data Science Engineer,Mad Street Den,3-6 Yrs,Chennai,4.2,Not disclosed,,30+ DAYS AGO,"Mining
Computer science
data science
Machine learning
data visualization
Data mining
Business intelligence
Forecasting","Candidates with experience building products, web applications, and microservices from ..."
Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,6-8 Yrs,Mumbai,4.0,Not disclosed,PREFERRED,25 DAYS AGO,"communication
Data Visualization
Advanced Machine Learning
Machine Learning
Algorithms
Data Exploration
Data Wrangling
Deep Learning","Technical Experience : 1 Knowledge of Data Extraction using Machine Learning, Deep Lear..."
Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,6-8 Yrs,Hyderabad/Secunderabad,4.0,Not disclosed,PREFERRED,26 DAYS AGO,"IT Skills
Data Science
Machine Learning
Cloud
Big Data
Computer science
deep learning
Consulting",Key Responsibilities : 1 Should have knowledge of Data Extraction using Machine Learnin...
Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,6-8 Yrs,Chennai,4.0,Not disclosed,PREFERRED,26 DAYS AGO,"IT Skills
Data Science
Machine Learning
Cloud
Big Data
Computer science
deep learning
Consulting",Key Responsibilities : 1 Should have knowledge of Data Extraction using Machine Learnin...
Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,6-8 Yrs,Mumbai,4.0,Not disclosed,PREFERRED,26 DAYS AGO,"communication
Data Science
Deep Learning
written
Data Visualization
verbal
Machine Learning Algorithms
Advanced Machine Learning",Key Responsibilities : 1 Should have knowledge of Data Extraction using Machine Learnin...
Immediate Openings For Data science Senior software engineer,OnPassive,4-7 Yrs,Hyderabad/Secunderabad,3.9,Not disclosed,HOT JOB,26 DAYS AGO,"Data Science
Machine Learning
Deep Learning
NLP
IT Skills
Software Engineering
Artificial Intelligence
Natural Language Processing","We are looking for candidates who are having experience in data science, machine learni..."
Senior Software Engineer - Data Science,TNS holdings,7-10 Yrs,Hyderabad,,Not disclosed,,30+ DAYS AGO,"Computer science
Career development
Script writing
Machine learning
Agile
MongoDB
Natural language processing
Medical insurance","We are seeking a high-caliber, growth-minded Senior Software Engineer to build our engi..."
"Senior Engineer - Data Science- Python, R, GCP",Datametica Solutions Pvt Ltd,3-6 Yrs,Pune,3.7,Not disclosed,,30+ DAYS AGO,"IT Skills
Java
Python
Data Science
Machine Learning
Cloud
Big Data
R","Roles and Responsibilities Data Science - Senior Engineer - Python, R, Machine Learning..."
Senior Software Engineer - Data Science and Machine Learning,VSH SOLUTIONS PRIVATE LIMITED,2-5 Yrs,Pune,4.4,Not disclosed,,30+ DAYS AGO,"Computer science
GIT
NoSQL
cassandra
Analytical
Machine learning
MongoDB
MATLAB",We are looking for creative people with analytical minds and machine learning experienc...
Senior Engineer - AI (Data Science Focus),T2 Innovations,4-6 Yrs,Chennai,,Not disclosed,,30+ DAYS AGO,"Computer science
Prototype
data science
Image processing
Machine learning
Agile
Data structures
HTML","Preferred degree in Computer Science, Mathematics or similar courses or fields 4+ Years..."
Manager Data Science,Reliance Jio Infocomm Ltd.,5-8 Yrs,Hyderabad/Secunderabad,4.0,Not disclosed,,19 DAYS AGO,"Report generation
Data management
Machine learning
Data structures
Business modeling
Mobile applications
Data warehousing
Predictive analytics",Maximum 5 Years above
Manager Data Science,Reliance Jio Infocomm Ltd.,5-8 Yrs,Mumbai,4.0,Not disclosed,,19 DAYS AGO,"Report generation
Data management
Machine learning
Data structures
Business modeling
Mobile applications
Data warehousing
Predictive analytics",Maximum 5 Years above
"MNC Hiring For "" Consultant/ Sr. Consultant- Data Science"" - Gurgaon",ESS CEE HR SOLUTIONS,4-9 Yrs,Gurgaon/Gurugram,,"13,00,000 - 20,00,000 PA.",PREMIUM,13 DAYS AGO,"python/R
machine learning
Data Analytics
predictive modelling
Logistic Regression
Factor Analysis
Regression Analysis
market scenerio",4-8 year of experience in R /Python & Machine learning Strong theoretical & practical k...
Developer - Data Science,ICL Systems India Private Limited,3-5 Yrs,Delhi / NCR,,Not disclosed,PREFERRED,29 DAYS AGO,"IT Skills
Python
Data Science
Machine Learning
Tableau
Artificial Intelligence
Data Structures
Alteryx",Work from home flexibility BE / B Tech / MCA (Computer Science / IT/Electronics / Elect...
Senior Data Science Manager,TNS holdings,3-5 Yrs,Hyderabad/Secunderabad,,Not disclosed,PREMIUM,20 DAYS AGO,"Data Science
Nlp
Algorithms
Open Source
Ml Libraries
Computer Science
Neural Networks
Text Mining","Masters / PhD degree in a quantitative or computational field such as Data Science, Mac..."
Requirement For Sr Python Data Science Resource -Mumbai,Xtranet Technologies Private Limited,7-8 Yrs,Mumbai,3.3,"10,00,000 - 13,00,000 PA.",,14 DAYS AGO,"data science
Data AnalyticsMust
SQL Server
R
Python
business intelligence
IT Skills
XPath","7-8 years of relevant experience in data science, statistics, business intelligence, or..."
Data Science/ BI Developer,Aimbeyond Infotech Pvt Ltd,7-12 Yrs,Noida,4.8,Not disclosed,HOT JOB,27 DAYS AGO,"BI
Data Warehousing
ssis
Excel
Troubleshooting
Power BI
Azure
written","Proficient in building Data Warehouse and moving it to cloudsProficient in Power BI, SS..."
Consultant / Senior Consultant - Data Science,AbsolutData Research Analytics Solutions Pvt. Lt,4-8 Yrs,"Pune, Gurgaon",2.5,Not disclosed,,30+ DAYS AGO,"Product management
Telecom
Supply chain management
Backend
Market research
Healthcare
Telecommunication
Automotive",Bachelor s / Master s degree in Computer Science OR Master s degree in Statistics / Eco...
Splunk Developer - SQL/Data Science,CarbyneTech India,1-3 Yrs,Hyderabad/Secunderabad,2.7,Not disclosed,PREMIUM,30+ DAYS AGO,"Data Science
Splunk Developer
Agile software development
Javascript
Agile
Splunk
SQL","Bachelor s degree in a related field such as data science, software engineering or comp..."
BA - Data Science - Full stack developer,Sitel India Pvt Ltd,5-10 Yrs,"Hyderabad/Secunderabad, Mumbai (All Areas)
(WFH during Covid)",3.8,Not disclosed,PREFERRED,22 DAYS AGO,"Node.Js
React.Js
Python
BPO
travel
CSS
HTML
JQuery",We are looking for a seasoned full-stack engineer to build out and manage our entire we...
Python and DAta SCIENCE Developer,A2IT,1-3 Yrs,Mohali,,Not disclosed,,30+ DAYS AGO,"Web technologies
data science
Coding
Cloud
Python",A2IT is a leading software development company in Mohali Chandigarh with expertise in b...
Data Science Lead/Sr Data Science Lead,Maven Wave,6-12 Yrs,"Chandigarh, Gurgaon/Gurugram",4.1,Not disclosed,,30+ DAYS AGO,"Maven
Analytical
Consulting
Machine learning
Agile
Data collection
Business solutions
Analytics","Proficient in software / tools: Python, Jupyter Notebooks, SQL, ML platforms (H2O, Data..."
Senior Manager - Data Science and Analytics (Modeling),TransUnion Software Services Pvt. Ltd,6-9 Yrs,Mumbai,4.5,Not disclosed,PREMIUM,30+ DAYS AGO,"SQL
Spark
Hive
Tableau
R
Python
IT Skills
Team leading",We are looking for: Bachelor s degree in engineering/ analytics/ mathematics/ statistic...
Senior Manager - Data Science - Sales & Marketing Analytics,Gladwin Analytics,10-15 Yrs,Mumbai,4.0,Not disclosed,,30+ DAYS AGO,"Computer science
Operations research
Sales
data science
Coding
Analytical
Machine learning
Agile",Gladwin Analytics : Executive Search | Big Data | Advanced Analytics Job Navigation Our...
Senior Manager - Data Science,Gladwin Analytics,5-10 Yrs,Mumbai,4.0,Not disclosed,,30+ DAYS AGO,"Computer science
Electrical engineering
Analytical skills
Statistical modeling
data science
Time series analysis
Machine learning
Analytics Executive",Job Description Lead and develop predictive solutions for Aamdani Badhao platform Close...
Data Science Developer,AJIRA AI,2-5 Yrs,Pune,,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Python
Data Science
Artificial Intelligence
Cloud
Logistic regression
PDF
Coding","At Ajira AI, we focus on developing smart products that leverage artificial intelligenc..."
Junior Data Science Engineer,Mad Street Den,1-2 Yrs,Chennai,4.2,Not disclosed,,30+ DAYS AGO,"IT Skills
Python
Testing
Data Science
Machine Learning
Cloud
Product Management
Computer science","2 years of experience in engineering applications related to Machine Learning, Data Min..."
Software Engineer - Data Science,GAINSIGHT INC.,1-4 Yrs,Hyderabad/Secunderabad,4.0,Not disclosed,,30+ DAYS AGO,"Python
SQL
Rest APIs
NoSQL
IT Skills
Data Science
Data Structures
Python Developer","Hands on experience with polyglot architecture, queuing mechanisms, stream dataWork wit..."
"Data Science - Lead Engineer - R, Python, GCP",Datametica Solutions Pvt Ltd,6-10 Yrs,Pune,3.7,Not disclosed,HOT JOB,23 DAYS AGO,"IT Skills
Python
Data Science
Machine Learning
Cloud
Big Data
Azure
R",Should possess extensive knowledge of and experience in applying data mining and machin...
Data Science Engineer,Agreeya,3-6 Yrs,Gurgaon,3.1,Not disclosed,PREMIUM,30+ DAYS AGO,"NoSQL
Image processing
spark
Data modeling
Coding
Web development
Machine learning
SQL","Bachelors or Masters degree in a computational science (computer, I.T, E.C) within 3 pl..."
Engineering Manager - Data Science,Unacademy,3-7 Yrs,Begun,3.5,Not disclosed,,30+ DAYS AGO,data science,12 years experience in solving problems using various machine learning techniquesResear...
Data Science Machine Learning Engineering manager,CareerXperts Consulting,8-13 Yrs,Not specified,,Not disclosed,PREMIUM,30+ DAYS AGO,"assembly language
website
C
HTML
ajax
javascript
jquery
SQL",A Bachelor s Degree in Computer Science with advanced degrees preferredPreferred Qualif...
Data Science & ML Engineer,Markytics,1-4 Yrs,Mumbai,4.2,Not disclosed,,30+ DAYS AGO,"data science
Django
Machine learning
FMCG
Internship
AWS
SQL
Python",Selected Candidates Day to Day Responsibilities Include: 1. Building a machine learning...
Data Science Engineer,Mystro,2-4 Yrs,Mumbai,,Not disclosed,,30+ DAYS AGO,"deep learning
data science
Machine learning
Manager Technology
Data processing
Python",Data Science Engineer Experience : 2 to 4 yearsLocation : MumbaiRole Requirement : Buil...
Software Engineer - Data Science,Indix,2-5 Yrs,Chennai,,Not disclosed,,30+ DAYS AGO,"Computer science
Data modeling
Analytical
Machine learning
Programming
Information retrieval
data visualization
Data mining","Information retrieval or acquisition of new data sets, parsing the data sets, filtering..."
Data Science Machine Learning Engineering manager,CareerXperts Consulting,8-10 Yrs,India,,Not disclosed,,30+ DAYS AGO,"Mining
Computer science
Object oriented design
Computer vision
data science
Consulting
Machine learning
Engineering Manager",A Bachelor s Degree in Computer Science with advanced degrees preferredExperience in de...
DATA SCIENCE ENGINEERS,Summit Information Technologies Pvt. Ltd.c,2-9 Yrs,Gurgaon,,Not disclosed,,30+ DAYS AGO,"Data Science development
Python
Analytics
IT Skills
Data Science",DATA SCIENCE ENGINEERS WITH PYTHON SKILLS BE/B. Tech/MCA/M Tech in software engineering...
"Engineering Manager, Data Science (Retail Solution/SCM)",Kinaxis,6-10 Yrs,Chennai,,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Python
Software Development
Testing
Cloud
Javascript
Jenkins
Computer science",Bachelors / Master s degree in Computer Science (or related) 5+ years experience in a s...
Data Sciences Intern,Target Corporation India Pvt Ltd,3-8 Yrs,Bengaluru,4.3,Not disclosed,,30+ DAYS AGO,"SAS
algorithms
SQL
R
Python
IT Skills
Payroll
Sales",Opportunity to convert internship to a full-time role to reignite your career with one ...
Data Science,Inophia,2-6 Yrs,New Delhi,,Not disclosed,,12 DAYS AGO,"Tensorflow
Pytorch
Theano
python
statistical modelling
Data Mining
Keras
Predictive clasification","one year experience in python, Statistical modelling, machine learning , data mining, c..."
Hiring For Data Science,AbsolutData Research Analytics Solutions Pvt. Lt,4-9 Yrs,"Pune, Delhi / NCR",2.5,Not disclosed,PREMIUM,30+ DAYS AGO,"Data Science
R
Artificial Neural Networks
Classification
Decision Trees
Clustering
Random Forest",Rich experience in implementing Machine / Statistical Learning solutions to complex bus...
Director Data Science,Zycus Infotech Pvt Ltd,14-17 Yrs,Mumbai,3.2,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Java
Python
Software Development
Machine Learning
Artificial Intelligence
Cloud
Data Science",Move between Roles: We believe that change leads to growth and therefore we allow our e...
Hiring Data Science/Machine Learning Trainer–Full Time- Ghaziabad base,Synergistic Compusoft Private Limited,7-10 Yrs,"Noida, Ghaziabad, Muradnagar",,Not disclosed,HOT JOB,29 DAYS AGO,"Data Science
Trainer
Machine Learning
IT Skills
Java
Python
.Net
Tableau",Roles and Responsibilities Looking for Full time Data Science/Machine Learning Trainer ...
Analytics Manager - Data Science,Datametica Solutions Pvt Ltd,10-15 Yrs,Pune,3.7,Not disclosed,HOT JOB,23 DAYS AGO,"IT Skills
Python
Data Science
Machine Learning
Cloud
Project Management
Big Data
Economics",Should possess extensive knowledge of and experience in applying data mining and machin...
Data Science Head,ExecBoardinAsia,11-15 Yrs,Hyderabad/Secunderabad,,Not disclosed,,18 DAYS AGO,"Product management
Automation
Head Business Development
data science
Machine learning
Mentor
Management",You should have an excellent grasp of core machine learning techniques and a product-fo...
Hiring Data Science/Machine Learning Trainer–Full Time/Part-time,Synergistic Compusoft Private Limited,7-11 Yrs,"Ghaziabad, Pune, Delhi / NCR",,Not disclosed,HOT JOB,18 DAYS AGO,"Data Science
Trainer
Machine Learning
IT Skills
Java
Python
.Net
Tableau",Roles and Responsibilities Looking for Full time/Part-time Data Science Machine Learnin...
"Director, Analytics & Data Science",ExecBoardinAsia,9-13 Yrs,Pune,,Not disclosed,,19 DAYS AGO,"Career development
Operational excellence
Coding
Project management
Oncology
Data quality
Management
Business intelligence",They are looking for a strong experienced team leader. As a senior leader you will be w...
Architect Data Science (Deep Learning and NLP Expert),GenInvo,8-13 Yrs,Gurgaon/Gurugram,,Not disclosed,,22 DAYS AGO,"Data Science
Nlp
Deep Learning",RESPONSIBILITIES As a Sr. Data Scientist authority in these areas you will be responsib...
Data Science Expert - AB-PMJAY - Delhi,NISG (National Institute for Smart Government),7-12 Yrs,New Delhi,3.6,Not disclosed,HOT JOB,21 DAYS AGO,"SAS
predictive modelling
Microsoft Office
PowerPoint
big data
advanced analytics
statistical analysis
SQL",Roles and Responsibilities Educational Qualifications and Professional ExperienceB.E./ ...
Manager of Data Science,Accenture Solutions Pvt Ltd,5-10 Yrs,India,4.0,Not disclosed,PREFERRED,25 DAYS AGO,"BigQuery
ML
GCP
data science
web analytics
analytical
Git
Qlik",Design and implement ML/AI solutions from data validation and feature engineering to mo...
Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,7-11 Yrs,Mumbai,4.0,Not disclosed,PREFERRED,25 DAYS AGO,"Publishing
data science
Architecture
management
Artificial Intelligence
Machine learning
Consulting
Client relationship","You are required to understand the strategic direction set by senior management, clearl..."
Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,7-11 Yrs,Mumbai,4.0,Not disclosed,PREFERRED,28 DAYS AGO,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Publishing
Data management
Architecture
Business Economics","You are required to understand the strategic direction set by senior management, clearl..."
Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,7-11 Yrs,Mumbai,4.0,Not disclosed,PREFERRED,28 DAYS AGO,"Business administration
Publishing
data science
Architecture
management
Machine learning
Consulting
Management","You are required to understand the strategic direction set by senior management, clearl..."
Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,7-11 Yrs,Mumbai,4.0,Not disclosed,PREFERRED,28 DAYS AGO,"IT Skills
Data Science
Machine Learning
Artificial Intelligence
Business administration
Publishing
Architecture
Consulting","You are required to understand the strategic direction set by senior management, clearl..."
Data Science on Data Lake Storage,Dremio,5-7 Yrs,Hyderabad/Secunderabad,,Not disclosed,,30+ DAYS AGO,"IT Skills
Java
Python
Software Development
Cloud
DevOps
AWS
Data Science","Have moderate-advanced experience in Java, C, C, Python, Go or other object-oriented pr..."
Data Sciences Expert,doodleblue,2-6 Yrs,Chennai,4.6,Not disclosed,,30+ DAYS AGO,"D3 js
NumPy
MongoDB
NoSQL
R
IT Skills
Testing
Data Science","Experience with NoSQL databases, such as MongoDB EtcShould have experience with data vi..."
Data Science,LogicPlum,1-4 Yrs,Trivandrum/Thiruvananthapuram,,Not disclosed,,30+ DAYS AGO,"Python
C++
analytical
IT Skills
Data Science
Computer science
Intern
Networking",Practical experience with a wide variety of data science tasks Experience programming i...
General Manager - BD Centre For Data Science & Artificial Intelligence,Indian Institute of Management Ahmedabad,Not disclosed,Ahmedabad,4.4,Not disclosed,GOVERNMENT,18 DAYS AGO,"Data Science
Artificial Intelligence
Analytics
Graph Theory
Operations Research
Policy Making
Field Work
Data Collection",INDIAN INSTITUTE OF MANAGEMENT AHMEDABAD Requires General Manager - Brij Disa Centre fo...
"Data Science for Business Leaders Session Lead,Pan India","Udacity, Inc.",3-6 Yrs,Remote,,Not disclosed,,19 DAYS AGO,"Data Science
Training
Education
Technical Support
Medical
Graduate
Human Resources","Flexibility at their current job to take this challenge as a part-time, independent con..."
Data Science for Business Leaders Nanodegree Program Session Lead,Udacity,3-6 Yrs,Remote,2.3,Not disclosed,PREMIUM,20 DAYS AGO,"IT Skills
Data Science
Training
Education
Technical Support
Medical
Human Resources
Marketing","Flexibility at their current job to take this challenge as a part-time, independent con..."
Data Science Analytics,Diverse Infotech Pvt. Ltd.,2-7 Yrs,Gurgaon,3.3,Not disclosed,,30+ DAYS AGO,"data science
Analytics",Job Description and Responsibilities The Data Scientist in Procurement Analytics team w...
Technical Manager-Data Science,Hiring for renowned AI Platform Product based company- Gurgaon,8-13 Yrs,Gurgaon/Gurugram,,Not disclosed,HOT JOB,21 DAYS AGO,"BFSI
Artificial Intelligence
Data Management
Data Mining
Machine Learning
Data Science
Client Delivery
NLP",Experience in leading and managing delivery from an off-shore team or cross-functional ...
"Manager, Business Consulting, Data Science (Retail / Consumer Goods)",Core Compete Pvt. Ltd.,8-10 Yrs,Hyderabad/Secunderabad,2.8,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Data Science
Machine Learning
Cloud
AWS
Azure
Retail
Management",We are a certified Great Place to Work (GPTW) company and our employees rate us highly ...
"Manager , Data Science",Aera Technology,5-10 Yrs,Pune,3.9,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Python
Data Science
Machine Learning
Cloud
AWS
Supply chain
Computer science",Responsibilities Lead and guide a team of 5-6 data scientists by bringing out the best ...
Data Science - BIgdata/ Cloud Lead,Optum Global Solutions (India) Private Limited,4-9 Yrs,Hyderabad/Secunderabad,4.1,Not disclosed,PREMIUM,26 DAYS AGO,"IT Skills
Java
Python
Data Science
Cloud
Jenkins
AWS
Business Intelligence",Collaborate with Enterprise teams within UHG for requirement gathering and use case imp...
Marketing Analytics with Data Science Lead,AugmatrixGo,5-10 Yrs,"Hyderabad, Pune",,Not disclosed,,30+ DAYS AGO,"Process automation
Marketing analytics
Web analytics
data science
Analytical
Digital marketing
Adobe
Teradata",Understanding of web analytics and digital marketing are a mustWeb Analytics (Adobe pre...
Data Science for Business Leaders Nanodegree Program Session Lead,Udacity,3-6 Yrs,Remote,2.3,Not disclosed,PREMIUM,20 DAYS AGO,"IT Skills
Data Science
Training
Education
Technical Support
Medical
Human Resources
Marketing","Flexibility at their current job to take this challenge as a part-time, independent con..."
Data Science Analytics,Diverse Infotech Pvt. Ltd.,2-7 Yrs,Gurgaon,3.3,Not disclosed,,30+ DAYS AGO,"data science
Analytics",Job Description and Responsibilities The Data Scientist in Procurement Analytics team w...
Technical Manager-Data Science,Hiring for renowned AI Platform Product based company- Gurgaon,8-13 Yrs,Gurgaon/Gurugram,,Not disclosed,HOT JOB,21 DAYS AGO,"BFSI
Artificial Intelligence
Data Management
Data Mining
Machine Learning
Data Science
Client Delivery
NLP",Experience in leading and managing delivery from an off-shore team or cross-functional ...
"Manager, Business Consulting, Data Science (Retail / Consumer Goods)",Core Compete Pvt. Ltd.,8-10 Yrs,Hyderabad/Secunderabad,2.8,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Data Science
Machine Learning
Cloud
AWS
Azure
Retail
Management",We are a certified Great Place to Work (GPTW) company and our employees rate us highly ...
"Manager , Data Science",Aera Technology,5-10 Yrs,Pune,3.9,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Python
Data Science
Machine Learning
Cloud
AWS
Supply chain
Computer science",Responsibilities Lead and guide a team of 5-6 data scientists by bringing out the best ...
Data Science - BIgdata/ Cloud Lead,Optum Global Solutions (India) Private Limited,4-9 Yrs,Hyderabad/Secunderabad,4.1,Not disclosed,PREMIUM,26 DAYS AGO,"IT Skills
Java
Python
Data Science
Cloud
Jenkins
AWS
Business Intelligence",Collaborate with Enterprise teams within UHG for requirement gathering and use case imp...
Marketing Analytics with Data Science Lead,AugmatrixGo,5-10 Yrs,"Hyderabad, Pune",,Not disclosed,,30+ DAYS AGO,"Process automation
Marketing analytics
Web analytics
data science
Analytical
Digital marketing
Adobe
Teradata",Understanding of web analytics and digital marketing are a mustWeb Analytics (Adobe pre...
Data Science Lead Pan india,Impact Analytics,3-5 Yrs,Remote,3.7,Not disclosed,,30+ DAYS AGO,"Computer science
Statistical analysis
Data management
Machine learning
Data processing
Data mining
Business applications
Forecasting",The impact that you will be making Data Science Lead will lead a team of Data Scientist...
Data Science Lead,TA Digital,8-13 Yrs,Gurgaon/Gurugram,3.9,Not disclosed,PREMIUM,30+ DAYS AGO,"IT Skills
Python
Data Science
Machine Learning
Big Data
Computer science
Data management
Analytical","Good knowledge of R, Python, and MATLAB You should have a strong problem-solving abilit..."
Asst. Manager - Data Science,Citius IT Solutions Pvt Ltd,5-10 Yrs,Mumbai,2.7,Not disclosed,,30+ DAYS AGO,"Assistant Manager
data science
Simulation
SAS
Project management
Analytical
Machine learning
Data mining",is a must Having hands-on experience on advanced analytics concepts and algorithms (e.g
Manager/ SM - Data Science,Phenom Placement Consultancy,8-13 Yrs,Mumbai,5.0,Not disclosed,,30+ DAYS AGO,"BPO
Unix
Mining
C++
SAS
Linux
Machine learning
Analytics","Experience in various statistical and machine learning models, data mining, unstructure..."
Data Science Solution Architect,Maven Wave,4-7 Yrs,"Chandigarh, Gurgaon/Gurugram",4.1,Not disclosed,,30+ DAYS AGO,"Computer vision
data science
Coding
GCP
Neural networks
Consulting
Machine learning
Agile",Total experience - 8 years in Data Science engineering and Applied ML Your Life as a Ma...
Manager - Data Science,Smart Cube India Private Limited,6-8 Yrs,India,3.3,Not disclosed,,30+ DAYS AGO,"Computer science
Telecom
Operations research
Team management
data domain
Project management
Analytical
Machine learning","Relevant experience of 6-8 years in advanced machine learning, advanced analytical mode..."
