Entry_id,Exit_id,Entry_label,Exit_label,ods,path,direction,status,price,Date,ratetype
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1252,95,null,closed,3.55,2021-09-26 11:29:19,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1253,95,null,closed,3.80,2021-09-26 11:29:19,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1254,95,N,open,1.75,2021-09-26 11:29:20,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1255,95,N,open,3.25,2021-09-26 11:29:21,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1256,95,N,open,3.50,2021-09-26 11:29:21,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1257,95,N,open,1.75,2021-09-26 11:29:20,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1258,95,N,open,3.25,2021-09-26 11:29:20,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1259,95,N,open,3.50,2021-09-26 11:29:20,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1260,95,N,open,1.75,2021-09-26 11:29:21,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1261,95,N,open,3.25,2021-09-26 11:29:21,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1262,95,N,open,3.50,2021-09-26 11:29:21,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1263,95,N,open,1.50,2021-09-26 11:29:23,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1264,95,N,open,3.00,2021-09-26 11:30:34,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1265,95,N,open,3.25,2021-09-26 11:30:34,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1266,95,N,open,null,2021-09-26 05:14:30,DEFAULT
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1267,95,N,open,1.50,2021-09-26 11:30:38,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1268,95,N,open,1.75,2021-09-26 11:30:38,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1269,95,N,open,1.50,2021-09-26 11:30:33,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1270,95,N,open,1.75,2021-09-26 11:30:33,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1271,95,N,open,1.50,2021-09-26 11:30:32,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1272,95,N,open,1.75,2021-09-26 11:30:33,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1273,95,N,open,0.85,2021-09-26 11:30:32,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1001,495,N,open,null,2021-09-26 05:14:30,DEFAULT
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1002,495,N,open,1.45,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1003,495,N,open,1.75,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1004,495,N,open,1.95,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1005,495,N,open,2.15,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1006,495,N,open,2.35,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1007,495,N,open,2.55,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1008,495,N,open,2.75,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1009,495,N,open,1.45,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1010,495,N,open,1.75,2021-09-26 11:30:35,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1011,495,N,open,1.95,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1012,495,N,open,2.15,2021-09-26 11:30:35,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1013,495,N,open,2.35,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1014,495,N,open,2.55,2021-09-26 11:29:22,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1015,495,N,open,2.75,2021-09-26 11:30:35,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1016,495,N,open,1.15,2021-09-26 11:29:19,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1017,495,N,open,1.45,2021-09-26 11:30:39,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1018,495,N,open,1.65,2021-09-26 11:29:19,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1019,495,N,open,1.85,2021-09-26 11:30:39,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1020,495,N,open,2.05,2021-09-26 11:29:19,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1021,495,N,open,2.25,2021-09-26 11:29:19,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1022,495,N,open,2.45,2021-09-26 11:30:39,DTA
190NO,183ND,Braddock Road,Jones Branch Drive/Route 123,od_1023,495,N,open,0.85,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1024,495,N,open,0.85,2021-09-26 11:30:36,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1025,495,N,open,0.90,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1026,495,N,open,1.10,2021-09-26 11:30:36,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1027,495,N,open,1.30,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1028,495,N,open,1.50,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1029,495,N,open,1.70,2021-09-26 11:30:36,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1030,495,N,open,0.85,2021-09-26 11:30:37,SIGN
190NO,185ND,Braddock Road,Westpark Drive,od_1031,495,N,open,0.85,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1032,495,N,open,0.85,2021-09-26 11:30:37,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1033,495,N,open,0.85,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1034,495,N,open,1.00,2021-09-26 11:30:37,SIGN
190NO,185ND,Braddock Road,Westpark Drive,od_1035,495,N,open,0.85,2021-09-26 11:30:36,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1036,495,N,open,0.85,2021-09-26 11:30:36,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1037,495,N,open,0.85,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1038,495,N,open,0.85,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1039,495,S,open,2.50,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1040,495,S,open,2.50,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1041,495,S,open,2.50,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1042,495,S,open,2.20,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1043,495,S,open,1.70,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1044,495,S,open,1.10,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1045,495,S,open,0.85,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1046,495,S,open,0.85,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1047,495,S,open,2.30,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1048,495,S,open,2.30,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1049,495,S,open,2.30,2021-09-26 11:30:33,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1050,495,S,open,2.00,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1051,495,S,open,1.50,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1052,495,S,open,0.90,2021-09-26 11:30:33,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1053,495,S,open,0.85,2021-09-26 11:30:33,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1054,495,S,open,2.10,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1055,495,S,open,2.10,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1056,495,S,open,2.10,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1057,495,S,open,1.80,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1058,495,S,open,1.30,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1059,495,S,open,0.85,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1060,495,S,open,0.85,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1061,495,S,open,1.90,2021-09-26 11:29:27,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1062,495,S,open,1.90,2021-09-26 11:29:27,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1063,495,S,open,1.90,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1064,495,S,open,1.60,2021-09-26 11:30:36,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1065,495,S,open,1.10,2021-09-26 11:29:27,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1066,495,S,open,0.85,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1067,495,S,open,1.70,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1068,495,S,open,1.70,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1069,495,S,open,1.70,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1070,495,S,open,1.40,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1071,495,S,open,0.90,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1072,495,S,open,0.85,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1073,495,S,open,1.40,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1074,495,S,open,1.40,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1075,495,S,open,1.40,2021-09-26 11:30:40,SIGN
190NO,185ND,Braddock Road,Westpark Drive,od_1076,495,S,open,1.10,2021-09-26 11:30:40,SIGN
190NO,185ND,Braddock Road,Westpark Drive,od_1077,495,S,open,0.85,2021-09-26 11:30:40,SIGN
190NO,185ND,Braddock Road,Westpark Drive,od_1078,495,S,open,1.20,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1079,495,S,open,1.20,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1080,495,S,open,1.20,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1081,495,S,open,0.90,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1082,495,S,open,0.85,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1083,495,S,open,null,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1084,495,S,open,null,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1085,495,N,open,null,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1086,495,N,open,1.45,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1087,495,N,open,1.75,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1088,495,N,open,1.95,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1089,495,N,open,2.15,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1090,495,N,open,2.35,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1091,495,N,open,2.55,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1092,495,N,open,2.75,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1093,495,S,open,0.85,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1094,95,N,open,3.05,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1095,95,N,open,5.00,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1096,95,N,open,5.00,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1097,95,N,open,5.40,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1098,95,N,open,6.30,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1099,95,N,open,6.30,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1100,95,N,open,1.55,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1101,95,N,open,3.50,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1102,95,N,open,3.50,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1103,95,N,open,3.90,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1104,95,N,open,4.85,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1105,95,N,open,4.85,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1106,95,N,open,1.50,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1107,95,N,open,2.95,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1108,95,N,open,2.95,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1109,95,N,open,3.65,2021-09-26 11:29:19,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1110,95,N,open,4.25,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1111,95,N,open,4.25,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1112,95,N,open,1.50,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1113,95,N,open,2.20,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1114,95,N,open,2.20,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1115,95,N,open,3.65,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1116,95,N,open,3.90,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1117,95,N,open,4.15,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1118,95,N,open,1.95,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1119,95,N,open,1.95,2021-09-26 11:30:35,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1120,95,N,open,3.40,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1121,95,N,open,3.65,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1122,95,N,open,3.90,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1123,95,N,open,1.60,2021-09-26 11:30:33,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1124,95,N,open,1.85,2021-09-26 11:30:33,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1125,95,N,open,3.40,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1126,95,N,open,3.65,2021-09-26 11:29:22,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1127,95,N,open,3.90,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1128,95,N,open,1.60,2021-09-26 11:30:42,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1129,95,N,open,1.85,2021-09-26 11:30:42,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1130,95,N,open,3.40,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1131,95,N,open,3.65,2021-09-26 11:29:27,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1132,95,N,open,3.90,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1133,95,N,open,1.50,2021-09-26 11:30:36,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1134,95,N,open,3.05,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1135,95,N,open,3.30,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1136,95,N,open,3.55,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1137,95,null,closed,1.55,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1138,95,null,closed,1.80,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1139,95,null,closed,2.05,2021-09-26 11:30:38,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1140,95,N,open,1.50,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1141,95,N,open,1.75,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1142,95,N,open,1.50,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1143,95,N,open,1.75,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1144,95,N,open,1.50,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1145,95,N,open,1.75,2021-09-26 11:30:32,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1146,95,N,open,1.50,2021-09-26 11:30:34,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1147,95,S,closed,2.00,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1148,95,S,closed,2.25,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1149,95,S,closed,2.50,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1150,95,S,closed,2.00,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1151,95,S,closed,3.50,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1152,95,S,closed,3.50,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1153,95,S,closed,3.75,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1154,95,S,closed,4.00,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1155,95,S,closed,5.50,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1156,95,S,closed,5.75,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1157,95,S,closed,6.45,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1158,95,S,closed,2.00,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1159,95,S,closed,2.25,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1160,95,S,closed,1.75,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1161,95,S,closed,3.25,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1162,95,S,closed,3.25,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1163,95,S,closed,3.50,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1164,95,S,closed,3.75,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1165,95,S,closed,5.25,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1166,95,S,closed,5.50,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1167,95,S,closed,5.85,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1168,95,S,closed,1.60,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1169,95,S,closed,2.00,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1170,95,S,closed,2.25,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1171,95,S,closed,2.50,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1172,95,S,closed,3.50,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1173,95,S,closed,3.90,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1174,95,S,closed,5.30,2021-09-26 11:29:21,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1175,95,S,closed,1.50,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1176,95,S,closed,2.00,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1177,95,S,closed,2.25,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1178,95,S,closed,2.50,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1179,95,S,closed,3.50,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1180,95,S,closed,3.75,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1181,95,S,closed,5.15,2021-09-26 11:29:23,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1182,95,S,closed,1.50,2021-09-26 11:29:19,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1183,95,S,closed,2.00,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1184,95,S,closed,2.25,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1185,95,S,closed,2.50,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1186,95,S,closed,3.50,2021-09-26 11:29:19,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1187,95,S,closed,3.75,2021-09-26 11:29:19,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1188,95,S,closed,5.15,2021-09-26 11:29:19,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1189,95,S,closed,2.00,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1190,95,S,closed,2.25,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1191,95,S,closed,2.50,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1192,95,S,closed,3.50,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1193,95,S,closed,3.75,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1194,95,S,closed,4.00,2021-09-26 11:29:24,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1195,95,S,closed,2.00,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1196,95,S,closed,1.75,2021-09-26 11:29:25,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1197,95,S,closed,2.50,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1198,95,null,closed,2.00,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1199,95,null,closed,2.25,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1200,95,S,closed,2.50,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1201,95,S,closed,2.00,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1202,95,S,closed,2.25,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1203,95,S,closed,2.50,2021-09-26 05:14:30,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1204,95,S,closed,3.50,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1205,95,S,closed,3.75,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1206,95,S,closed,4.00,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1207,95,S,closed,4.00,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1208,95,S,closed,5.50,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1209,95,S,closed,5.50,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1210,95,S,closed,5.75,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1211,95,S,closed,6.00,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1212,95,S,closed,7.50,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1213,95,S,closed,7.75,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1214,95,S,closed,8.00,2021-09-26 11:29:20,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1215,95,S,closed,null,2021-09-26 05:14:31,DEFAULT
190NO,185ND,Braddock Road,Westpark Drive,od_1216,95,S,closed,1.50,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1217,95,S,closed,1.75,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1218,95,S,closed,2.00,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1219,95,S,closed,2.00,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1220,95,S,closed,3.50,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1221,95,S,closed,3.50,2021-09-26 11:29:26,DTA
190NO,185ND,Braddock Road,Westpark Drive,od_1222,95,S,closed,3.75,2021-09-26 11:29:26,DTA
